,text,label,id
334,Another part of the problem is that the police have been brainwashed into imagining that the main threat to law and order and stability comes from the largely mythical far right when it fact for years the far more significant threat comes from the hard left ,1,334
335,Anthony Fauci has shown himself to be a feckless bureaucrat whose ego and cowardice has done more harm than good to the United States and world in a time we desperately needed precisely the opposite ,1,335
336,Anthony Fauci the top U S infectious diseases expert apologized on Thursday after casting doubt over the rigor of the British regulators who approved the Pfizer vaccine against COVID 19 and said he had faith in their work ,0,336
337,Antifa short for anti fascist is an amorphous movement whose adherents oppose people or groups they consider authoritarian or racist often using aggressive tactics according to the Anti Defamation League ADL ,0,337
338,Anti Muslim bigotry is one of the cornerstones of Trumpism ,1,338
339,Anti racism activists poured red paint on a statue of an Italian colonial era general and pasted over the name of a street in Rome on Friday to show solidarity with the Black Lives Matter movement in the United States ,0,339
340,Anti racism protests were triggered around the world following the death late last month of African American George Floyd after a Minneapolis police officer was filmed kneeling on the handcuffed Floyd s neck for nearly nine minutes ,0,340
341,Anti vaccine groups take dangerous online harassment into the real world,0,341
342,Anti Vaxxer Rebecca Dalelio 43 was taken into custody after she tossed a menstrual cup which she said was filled with blood from the public gallery as senators finished taking a vote at about 5 14 p m ,0,342
343,Anti vaxxers represent only about 2 percent of American families although you d be forgiven for thinking they re more numerous They certainly make a lot of noise and have some world famous adherents However like malaria carrying mosquitoes this tiny group that punches above its weight may be on the verge of creating a public health problem for us all ,1,343
344,Anti vaxxers were a source of misinformation long before the coronavirus pandemic but the medical emergency appears to be bringing more of them out of the woodwork ,0,344
345,Anyone who has seen the Sky series Chernobyl will recognise the kind of stolid bureaucratic mindset captured in this damning paragraph from the report ,1,345
346,Anyone who has shouldered the burden of six figure student loan debt knows the heavy toll it can take ,1,346
347,AOC and other liberals minorities gain in U S congressional primary races,0,347
348,AOC Ignores 130 Murder Increase in NYC Claims Unemployment Leads People to Shoplift Bread,1,348
349,AOC like all powerful women has to go through a rigorous beauty regimen simply to exist in the public eye ,0,349
350,AP Confirms Democrats Are Lying to the Public About Coronavirus Readiness ,0,350
351,Apparently even many people within the gun rights movement are concerned and are working to prevent people from openly bringing weapons to the rally but with leaders like Tucker Carlson and Donald Trump rooting them on the good people who will descend on Richmond on January 20 may feel like they have approval to light a spark ,1,351
352,Appearing on CNN early Saturday morning national security expert Juliette Kayyem expressed frustration with Donald Trump after watching a clip of his contentious press conference from Friday saying he is still not doing enough to contain the coronavirus pandemic spread ,0,352
353,Appearing on CNN s New Day national security expert Juliette Kayyem scoffed at a promise that Donald Trump made on Twitter Sunday night where the president claimed his administration would have a good idea about how to handle the coronavirus pandemic in 15 days and go from there ,1,353
354,Appearing Tuesday Cheddar Live Rep Maxine Waters D formally endorsed former Vice President Joe Biden for the White House claiming that President Donald Trump is destroying America and advocating for the killing of both black and white children in the wake of nationwide protests over the death of George Floyd ,1,354
355,Apple and Google are facing criticism for offering an app that lets men in Saudi Arabia track and control the movement of women ,0,355
356,Apple and luxury labels such as Gucci have lowered their prices in China after a cut in its value added tax VAT rate came into effect from April 1 ,0,356
357,Apple Inc announced Saturday that all of its stores and corporate offices in China will be closed until February 9 due to the coronavirus outbreak ,0,357
358,April typically a big revenue month for U S states that levy personal income taxes was especially robust this year making up for subpar collections in prior months but analysts cautioned the tax surge underscores how state budgets face greater volatility from federal tax law changes and the stock market ,0,358
359,Are Trump and his ilk manipulating the markets for personal gain ,1,359
360,Argentina has made significant progress on LGBT rights in recent years in 2010 becoming the first country in Latin America to let gay and lesbian couples marry and adopt children ,0,360
361,Arizona Sen Martha McSally vying with fellow Republican Sen Cory Gardner of Colorado for whose political career is most likely to be toast come November is pretending that she cares about whether or not you have health care ,0,361
362,Armed police supporters and anti racism demonstrators clashed in Louisville on Saturday before the Kentucky Derby horse race while Rochester police used tear gas to disperse protesters as discord in cities across the United States continued to simmer ,1,362
363,Arsenal goalkeeper Bernd Leno has called on his team mates to act as role models for racial equality in the wake of the death of George Floyd a black man who died in police custody in Minneapolis ,0,363
364,Arson and looting began to take place in Minnesota this weekend allegedly in protest of the killing of state resident George Floyd at the hands of police ,0,364
365,As a candidate Trump recognized that China was taking our jobs stealing our intellectual property and using the United States as its piggy bank ,1,365
366,As a perennial litigant Trump weaponized the law to devastate perceived enemies to consolidate power to frustrate opposing parties as former federal prosecutor and acclaimed author James D Zirin illuminates in his compelling and disturbing history of Trump s use and abuse of the law Plaintiff in Chief A Portrait of Trump in 3 500 Lawsuits All Points Books ,1,366
367,As a political calculation it shows Biden s campaign is confident about their standing with many suburban moderates who were swing voters in the past but have moved solidly into the Democratic Party during Trump s presidency offended by his bullying demeanor and chaotic style ,1,367
368,As a result income inequality now rivals that of the robber baron days of the early 1900s when labor unions were virtually outlawed while corporate monopolies thrived ,0,368
369,As a self described Democratic socialist Sen Bernie Sanders I Vt has been outspoken about economic inequality ,0,369
370,As also of course even more depressingly are the police several of whom have been caught on camera abasing themselves before the mob by going down on the knees as if to beg for mercy for their white privilege ,1,370
371,As an appellate judge Barrett has staked out conservative legal positions on key hot button issues in three years on the bench voting in favor of one of Trump s hardline immigration policies and showing support for expansive gun rights ,0,371
372,As anarchists tear down statues and deface monuments to America s Founders and those of President Abraham Lincoln and even slavery abolitionist Frederick Douglass Lin Manuel Miranda has been silent on this violence on America s history ,0,372
373,As banks leave low income communities and jack up the cost of basic financial services such as checking accounts many Americans instead have to rely on expensive and often predatory fringe banking institutions such as check cashing businesses payday lenders and pawnshops ,1,373
374,As Black Lives Matter rioters coursed through the city Lightfoot attempted to lock the protesters out of the Loop area by raising the bridges over the Chicago River and blockading highway exits feeding into downtown ,1,374
375,As Breitbart News also reported in January if elected Warren has also vowed to fill at least half of her Cabinet with women and non binary individuals or those who claim they are neither male nor female ,1,375
376,As Breitbart News most recently reported blue collar Americans in landscaping conservation work the meatpacking industry construction industry and fishing jobs have had their wages dragged down by foreign workers imported through the H 2B visa program ,1,376
377,As Breitbart News reported Bloomberg and the left are embracing the transgender ideology despite scientific facts ,1,377
378,As Congress begins debating the Equality Act the Heritage Foundation warns that if the bill becomes law it will prove the death knell for women s sports ,1,378
379,As congressional Republicans unsuccessfully voted to defund the ACA more than 50 times he went on the warpath against an obscure portion of the law meant to safeguard participating insurance companies against crippling financial loss as a result of the new requirement to cover clients with pre existing conditions ,1,379
380,As controversies about the reopening of America loom over our lives nothing seems as intrinsically irrelevant yet possibly as critically important as how soon major spectator sports return ,1,380
381,As coronavirus outbreak continues Trump fails to inspire confidence,1,381
382,As dear leader Mitch McConnell R Ky is fond of saying winners make policy losers go home And yet unfortunately Republicans in the Senate refuse to take the phrase to heart Which is a real shame We are just under 280 days into the Trump presidency yet beyond nominations Congress has made almost no progress passing the agenda America elected them to enact ,1,382
383,As Donald Trump fights to keep his tax and business records from Manhattan prosecutors it s time to alert Americans that tax returns used to be public ,0,383
384,As election results trickled in from New York showing he was leading 31 year veteran Democratic Representative Eliot Engel Jamaal Bowman told supporters he was part of a movement to deconstruct a system that is literally killing us ,0,384
385,As for Joe Biden he s made some truly bizarre comments about guns over his long political career driven more by a desire to appease both gun control advocates and gun owning Democrat constituencies than any coherent philosophy ,1,385
386,As health officials around the globe work to stop the spread of the coronavirus drug and diagnosis companies are working on ways to combat the virus that has killed 362 people in China where it originated ,0,386
387,As if barren grocery store shelves and daily chaos amid the spread of coronavirus were not enough would be Southwest Florida vacation property renters have been refused refunds by Naples and Fort Myers Beach landlords who are faced with their own set of financial distress ,0,387
388,As it has played out on the ground these gatherings have become bellicose and frequently armed mobs protesting police officers at their homes breaking into health board meetings that were being held online and breaking down the doors inside the Statehouse and attending committee meetings unmasked in order to intimidate state legislators ,1,388
389,As leading 2020 Dems advocate spending big on the Green New Deal it turns out most Americans are worried about other issues ,0,389
390,As mayor of New York for 12 contentious years Bloomberg backed the wildly racist stop and frisk policy that empowered cops to target men of color for random searches which Charles Blow of the New York Times said amounted to a police occupation of minority neighborhoods and did little to actually stop crime ,1,390
391,As millions of Americans await the 1 200 cash payments authorized by the latest coronavirus stimulus package experts and progressive advocates are condemning a move by the Trump administration which would force millions of seniors veterans and people with disabilities to jump through unnecessary hoops to receive money they are entitled to under law ,0,391
392,As more and more South Koreans were released from treatment for COVID 19 authorities discovered a disturbing trend Some ostensibly cured patients were later testing positive again ,0,392
393,As Obamacare demonstrated leftists are willing to take the electoral hit for imposing an unpopular policy if they believe that policy will socially engineer a more compliant American public in the years to come ,0,393
394,As part of his plan to protect the commonwealth of Virginia from the spread of the Wuhan coronavirus Gov Ralph Northam determined that citizens should not be allowed to attend church or worship services but are fine travel to an abortion clinic and undergo an elective procedure like surgical abortion ,1,394
395,As part of Pelosi s coronavirus plan House Democrats slipped in multiple measures from their H R 1 legislation that would implement nationwide ballot harvesting for federal elections effectively allowing political operatives to collect and deliver an endless number of absentee ballots from voters ,1,395
396,As people sip cafecito and eat croquetas at the landmark restaurant the buzz here these days is what Cubans say is the alarming rise of Democratic presidential frontrunner Sen Bernie Sanders whose unabashed defense of late Cuban dictator Fidel Castro has riled Cuban Americans who view his comments as a personal attack ,1,396
397,As proof of the racism still inherent in the gay community Brown pointed to the negative reaction from gay men on social media to moves from dating apps including Grindr this week to remove ethnicity filters in a bid to tackle racism ,0,397
398,As Santa Claus loads his sleigh led by flying reindeer climate change proponents are spreading the story of the animals plight because of global warming ,1,398
399,As shocking as it is even the terrorists of ISIS have been shown for respect for science when it comes to COVID 19 than the Christian Right American white nationalists and coronavirus truthers And the more the Christian Right rails against Fauci and social distancing the more painfully obvious it becomes that they are a white nationalist death cult ,1,399
400,As shown below women are harmed by Planned Parenthood and the vulnerable such as sex abuse victims and the unborn are sacrificed for profit and political advance ,1,400
401,As streets fill with protesters calling for an end to racial injustice police brutality and the mass incarceration of black men one group of activists is raising the question why not abolish prisons altogether ,0,401
402,As tempting as it is to believe there s a consolation prize for a Biden Harris win this argument ignores one of the key truisms of politics Politicians seek power and leftist ones especially ,1,402
403,As the Black Lives Matter movement grows companies like Nike Target and Google have made Juneteenth a paid holiday ,0,403
404,As the bully in chief he weaponizes language into a tool of hatred and in doing so transforms politics into a spectacularized theater of bigotry humiliations and violence ,1,404
405,As the coronavirus outbreak continues to spread across the U S nurses and other public health experts are warning that the country s public health system is unprepared to handle a pandemic and calling on the federal government to take more urgent steps to protect the American people from the disease ,0,405
406,As the COVID 19 virus spreads in the USA and around the world officials at the U S Centers for Disease Control and Prevention encourage people to work from home as a way to help cut back contagion ,0,406
407,As the deadly COVID 19 contagion sweeps across the country gun sales are surging spurred in many regions by panic buying and purchases by first time firearm owners ,1,407
408,As the debt crisis unfolds the idea of allowing social science to drive public policy even if it were somehow affordable will prove increasingly objectionable ,0,408
409,As the former vice president criticizes President Donald Trump s cuts to programs for the poor he is likely to face questions about his own record ,0,409
410,As the future administration of Joe Biden and Kamala Harris heads for the White House no matter the recalcitrant loser still ensconced there the rest of us must equip ourselves with both courage and caution living as we do in a divided nation in to be exact two very different Americas ,1,410
411,As the investigations mounted LaPierre issued statements warning gun owners that their rights were under attack by lawmakers who want to make Americans less safe and less able to defend themselves ,0,411
412,As the number of Americans eligible for the Medicaid low income health insurance program grows through expansion under the Affordable Care Act ACA some states are aiming to trim the rolls by requiring recipients to work or satisfy related criteria ,0,412
413,As the president spoke about doing a lot to address gun violence while also emphasizing mental health it was hard not to think of one of the first bills Trump signed into law ,1,413
414,As the ranks of Democratic Party 2020 presidential hopefuls continue to swell and Trump s chaotic lawlessness proliferates it s easy to miss a deepening crisis that s already taking a toll on millions of households and is about to get much worse ,1,414
415,As the Republican Party is struggling to defend him in a moment of nationwide strife President Donald Trump decided Thursday night to fuel divisions within GOP rather than make nice ,1,415
416,As the senators letter pointed out this week government watchdogs have repeatedly called out the PHEAA s mismanagement of the program over the years ,1,416
417,As the United States women s national team clinched their fourth World Cup title on Sunday fans across New York City gathered at local watering holes and match parties striking an optimistic tone about the future of the women s game ,0,417
418,As The Washington Post described talks with two dozen administration officials the White House spent times scrambling to gain control of a rudderless response defined by bureaucratic infighting confusion and misinformation ,1,418
419,As the world as we know it comes to a quicker than expected end with much of Australia caught up in wildfires that climate change did not start but are unquestionably making worse Amazon CEO Jeff Bezos is getting roundly toasted for his announcement that the company with the too ironic name will be donating roughly 690 000 to Australia to help combat the ongoing fires ,1,419
420,As the world s scientists and pharmaceutical companies seek a cure for the coronavirus other anti vaxxers are gearing up for a fight against any potential new vaccine ,1,420
421,As this article was about to be published Newsom added more claims about California s success ,0,421
422,As travel bans and national quarantines have spread around the world faster than anyone thought possible so have sometimes disingenuous and outright deceitful stories ,0,422
423,As Trump has attempted to create chaos in the streets and encouraged a culture of criminality in corporate America he has also presided over unprecedented corruption in the executive branch of the federal government ,1,423
424,As Trump was speaking black clad leftists gathered outside with bullhorns flashing lights vuvuzelas and a guillotine ,1,424
425,As voters around the country brace for the general election in November lawmakers in different states have begun the process of introducing bills aimed at rolling back the rights of transgender people previewing a major civil rights issue aimed at polarizing voters ,1,425
426,As we got into the cab our tow truck driver a middle aged man from Brooklyn wasted only a few minutes before bringing up Trump with missionary zeal He told us that he hated politics and hated politicians but loved Donald Trump Why Because Trump is the only one speaking up for people like him ,1,426
427,As we have seen across America these past weeks like other left wing antisemitic movements BLM justifies violence and resorts to it ,1,427
428,As widespread protests over racial injustice roiled the country LGBT campaigners on Monday the start of the annual Pride month called for a return to the rebellious origins of the U S gay rights movement ,0,428
429,Aside from the 40 million in new funding Nike has stepped up efforts to improve workplace diversity throughout the last year according to the company ,0,429
430,Asked by Breitbart News about his plan to wipe out student loan debts and what he would say to students who paid for college or decided not to go Sanders did not address the specific question but said Wall Street would pay for free tuition at public colleges and universities ,0,430
431,Assad has been at war with the rebels since 2011 and has been repeatedly accused of using chemical weapons against civilians and other human rights atrocities to cement his control over regions that oppose his rule ,0,431
432,Assault with firearms accounted for more than three years of the drop among black Americans while the rest reflected suicides by gun according to the report in BMJ Evidence Based Medicine ,0,432
433,At a Republican dinner in Lewiston Maine on Saturday night Sen Susan Collins gave a rousing welcome to former Gov Paul LePage whined about dark money being spent against her and lied about the damage done by the 2017 tax scam bill for which she provided the deciding vote ,1,433
434,At a White House briefing Trump defended his administration s handling of the crisis and said health experts were ready willing and able to move quickly if the virus spreads ,0,434
435,At any other time the U S would have led efforts and coordinated global fights against epidemics but the science averse Trump administration had already axed the CDC expert in China ,1,435
436,At around 10 a m however Trump sent out a tweet that explicitly warned Israel against letting Rep Omar and Rep Tlaib in ,0,436
437,At least 25 transgender or gender nonconforming people were killed in violent attacks in the United States last year according to the Human Rights Campaign which has been tracking anti trans violence since at least 2015 ,0,437
438,At least Morrissey who stepped into his son s life after an unexpected pregnancy chose life unlike Northam who supports late term abortion and advocates for killing unwanted children after failed abortions ,1,438
439,At McDonald s CEO Stephen Easterbrook s compensation was 2 124 times that of the company s median paid employee a part time worker living in Hungary who earned 7 473 ,0,439
440,At the dawn of the year 2010 few Americans could predict that the coming decade would revolutionize the legal and cultural landscape for lesbian gay bisexual transgender and queer people ,0,440
441,At the time Moynihan was primarily concerned that irresponsible politicians promising their constituents an insupportable array of handouts would jeopardize America s economic well being ,1,441
442,At the time Wilson claimed he was only helping illuminate the contours of the 2016 race before eventually being hired by one of the White House hopefuls ,1,442
443,At the World Economic Forum in the Swiss Alps Trump argued that a regime of tax cuts regulatory rollbacks and protectionist trade policies have benefited the working class ,0,443
444,At this point and keep in mind this is the open discussion part of the debate after Biden had his say Trump jumped in and Biden became outright obnoxious and started interrupting Trump constantly,1,444
445,At what point did we decide George Washington and Abraham Lincoln were moral monsters or that all police are racist thugs ,1,445
446,Athletes and fans are excited for Sowers historic role at Super Bowl LIV and have remarked that her position is especially poignant given there have only been 13 out gay and bi players in the NFL s 100 year history according to OutSports ,1,446
447,Athletes awoke to news that several water polo players had been injured in a terrifying accident in the early hours of Saturday morning when the second floor of a nightclub came down on the heads of revelers below ,0,447
448,Attorney General William Barr drew stinging rebuke from legal experts and civil liberties advocates including the ACLU Wednesday after he told federal prosecutors to more aggressively charge some protesters with crimes including sedition under certain circumstances ,0,448
449,Austin police and emergency medical services said on Twitter that one person was killed during the shooting ,0,449
450,Australian Prime Minister Scott Morrison defended his leadership and his government s record on climate change Sunday as milder temperatures brought hope of a respite from wildfires that have ravaged three states claiming 24 lives and destroying almost 2 000 homes ,0,450
451,Australian Rugby Player Israel Folau and his anti gay sentiments appear to have gone too far this time ,1,451
452,Australian sports stars sparked in part by a call to action from tennis player Nick Kyrgios have rallied to raise funds in support of relief and recovery efforts for victims of the country s bushfire catastrophe ,0,452
453,Author and Trump hater Stephen King is feeling the heat from fellow liberals following his tweets about the Academy Award nominations in which he said that quality is more important than diversity when it comes to creating works of art ,1,453
454,Author J K Rowling has joined 150 high profile figures on an open letter warning that free speech is under threat due an intolerance of opposing views after coming under attack for her comments about transgender issues ,0,454
455,Authoritarianism experts who worried about Trump s tendencies during his campaign and his first years in office are now sounding fresh alarms following the clearing of a park adjacent to the White House on Monday using gas flash bang grenades pepper pellets and other aggressive tactics all so he could stand in front of a church he does not attend and be photographed holding a Bible ,0,455
456,Authorities are investigating seven fires set in violent protests in Washington over the weekend and one person has been arrested and charged said Regina Lombardo acting director of the U S Bureau of Alcohol Tobacco Firearms and Explosives ATF ,0,456
457,Authorities have confirmed more than 300 cases of the virus in China mostly in Wuhan ,0,457
458,Backed by Trump Co that s the brilliant health care priority being pushed by top Republican officials in 18 states ,1,458
459,Background checks may have become more difficult to complete as state law enforcement and other government agencies housing records may have been closed or slower in replying to FBI requests because of the pandemic s impact on staffing said Rob Wilcox deputy director of policy at Everytown ,0,459
460,Background checks required to buy firearms have spiked to record numbers in the past month fueled by a run on guns from Americans worried about their safety during the coronavirus crisis ,0,460
461,Background checks verify that buyers do not have a criminal record or another issue that might make them ineligible to buy a weapon such as an arrest warrant or a documented drug addiction ,0,461
462,Backlash against marginalized communities doesn t surprise University of Southern California Professor Chris Freeman whose work primarily focuses on 20th century gay and lesbian studies ,0,462
463,Bad news for wealthy New York elites looking to avoid protestors by fleeing to The Hamptons The pitchfork wielding mob has found you and they re not backing down ,1,463
464,Banks lamented that China has now become a partisan issue simply because Trump has blamed China for trying to hide the discovery of the coronavirus in Wuhan China and allowing it to spread to the rest of the world ,1,464
465,Bannon who previously served as Executive Chairman of Breitbart News has denied the false claims spewed against him mostly by those on the left ,1,465
466,Barr also defended his decision to forcefully push peaceful protesters back from the White House on Monday evening saying rioting had gotten out of control over the weekend ,0,466
467,Barrett argued in a 38 page opinion that the Founders did not intend to deny gun rights to all felons only those who may be considered dangerous ,0,467
468,Barrett who is reportedly a member of an obscure group whose members swear a lifelong oath of loyalty and are assigned a head and handmaid that oversee many personal decisions has said that a legal career is but a means to an end and that end is building the Kingdom of God ,0,468
469,Barring that Trumpism will spread and infect our nation like a deadly cancer ,1,469
470,Bastille Day the Beginning of Liberal Madness,1,470
471,BBC Presenter Gabby Logan has said that it is not fair that transgender women can compete in sport alongside biologically female women ,0,471
472,Bear in mind that none of these moneyed elites did anything to earn these extraordinary bonanzas They didn t work any harder didn t get smarter didn t add anything of value to society but simply reclined in luxury and let their money make money ,1,472
473,Because he just can t help himself on the Sunday before the election Donald Trump squeezed in one more act of sabotage against Obamacare one that will create major headaches for the people of Georgia ,0,473
474,Because the white Jews knows that the Negroes are the real Children of Israel and to keep Americas secret the white Jews will blackmail America,1,474
475,Because Trump s plan to gut pollution safeguards was so drastic that many states announced plans to enforce stricter emissions standards on their own ,1,475
476,Before President Donald Trump threatened to violently suppress demonstrations in memory of Floyd before the spread of recording equipment let the world witness how U S police brutalize non white bodies and before I can t breathe became a global rallying cry challenging American cruelty and injustice America tried to explain its racism to the world ,1,476
477,Before sundown on Thursday around 150 protesters marched down the main street in Anna Illinois past Bob s Tavern Oasis of Grace Church Douglas Skating Rink and Casey s General Store holding homemade signs and chanting black lives matter ,0,477
478,Before the shooting death of women s rights activist and artist Isabel Cabanillas de la Torre in Ciudad Juarez Mexico human rights attorneys and others already had noted several years of rising femicides in the border city ,0,478
479,Before they decide whether to let this stand congressional Republicans should probably have an uncomfortable conversation ,1,479
480,Before we get to work dispensing these arguments it s important to acknowledge that they are on some level understandable A lot of Americans especially those who got their bachelor s degree before the early 2000s find it baffling that younger generations can t work their way through college ,0,480
481,Before you cast your ballot let s toast your informed self respect as clear minded voters who can see an immoral law breaking greedy Trump regime full of plutocrats who couldn t care less about America and the people they ve exploited ,1,481
482,Benjamin Bibi Netanyahu along with three fellow defendants is accused of fraud bribery and breach of trust in three separate cases involving his alleged efforts to control various aspects of Israeli media ,0,482
483,Bennett is seen immediately unleashing a tirade against Pan as he walks beside the politician who tries to ignore then laugh off his antagonist ,1,483
484,Bennett mounted an unsuccessful primary election challenge to Pan in 2018 and failed to qualify for the general election In May he launched a recall campaign against Pan filing a petition accusing him of high treason for authoring legislation to restrict vaccine exemptions for school children ,0,484
485,Berlin is trying to stop Washington from persuading a German company seeking a coronavirus vaccine to move its research to the United States prompting German politicians to insist no country should have a monopoly on any future vaccine ,0,485
486,Bernie Sanders Claims Medicare for All Will Save Americans Substantial Sums ,1,486
487,Bernie Sanders Is Crazy But The Only Democrat Candidate Voters Actually Like,1,487
488,Bernie Sanders meanwhile sees early voting as a way to boost turnout among core constituencies like young minority and working class voters Early voting opens new opportunities for people with strict work schedules or other barriers to voting to find time to cast ballots beyond the typical Election Day spokeswoman Sarah Ford said ,0,488
489,Bernie Sanders 2020 presidential election campaign on Wednesday sought to use news the candidate had a heart procedure to highlight the benefits of his trademark Medicare for All healthcare plan ,0,489
490,Bernie Sanders Democratic presidential rivals warn that nominating the self described democratic socialist will ensure President Donald Trump s re election but a growing number of the party s voters see the senator as their best chance of winning in November ,0,490
491,Bernie whacks Trump on pre existing conditions,1,491
492,Beto O Rourke defends Ilhan Omar assails Trump as racist as his celebrity status wanes,1,492
493,Betsey Stevenson an economics professor at the University of Michigan and another of the signatories on the Warren funding letter said Warren s plan shows it is possible to pay for Medicare for All without raising middle class taxes ,0,493
494,Bevin s downplaying of the necessity of vaccines is reckless but deliberately infecting his children is much more so ,1,494
495,Beyond publishing propaganda laced fluff pieces the press proved its hatred of Trump by providing only scant coverage of three stories China s takeover of Hong Kong its persecution of Uighurs and its use of TikTok and WeChat to spy on Americans ,1,495
496,Bezos is merely the scam s latest and most outrageously profligate useful idiot ,1,496
497,Biden and Bernie Sanders delivered pointed somber speeches on the crisis as markets continued to dive and the administration s response came under criticism ,0,497
498,Biden has promised to prohibit the sale of military style rifles and high capacity magazines similar to a 10 year ban that expired in 2004 ,0,498
499,Biden is embracing Cardi as his latest celebrity surrogate after she told New York police fuck you and said Minnesota rioters had no choice but to loot and steal after George Floyd s death ,1,499
500,Biden made the apocalyptic pronouncement while discussing climate change before a crowd of supporters in Peterborough New Hampshire ,1,500
501,Biden rejects Trump claim that COVID 19 vaccine is imminent,0,501
502,Biden rips Trump for giving Rush Medal of Freedom ,1,502
503,Biden said he did not have the power to enforce a national mask mandate walking back remarks he made on Wednesday in which he suggested the president could legally require masks amid a national emergency ,0,503
504,Biden said he would seek Muslims to serve in his administration ,0,504
505,Biden said on Wednesday that a range of information had not been made available to his campaign including the distribution plan for COVID 19 vaccines ,0,505
506,Biden seemed to get this arguing We can argue about the past or the future and pointing out that Sanders had a less than perfect record on issues like gun control or his past statements about Fidel Castro s regime in Cuba ,0,506
507,Biden snags support from Muslim American community,0,507
508,Biden snaps at Michigan auto worker over guns curses at him,0,508
509,Biden spoke passionately Saturday night about handing out food to children and adults with his wife Jill and his grandchildren earlier in the day as he blamed President Donald Trump who has proposed and begun to implement deep benefit cuts for federal subsidies benefiting the poor,1,509
510,Biden wants to roll back some of Trump s tax cuts by raising the marginal tax rate on the highest income earners back to 39 6 from 37 and would also raise some taxes on investment profit ,0,510
511,Biden was particularly critical of Trump s visit on Monday to a historic church across from the White House which was preceded by law enforcement authorities dispersing a crowd near the church with smoke canisters and flash grenades ,0,511
512,Biden would be a disaster for small businesses their employees and their communities ,1,512
513,Biden wrote a Fourth of July opinion piece that struck a contrasting note with the Republican president and accused him of finding new ways to tarnish and dismantle our democracy every day ,0,513
514,Biden a top contender for the 2020 Democratic nomination would roll back some of the 2017 tax cuts ,0,514
515,Biden the former vice president making his third run for the White House said Trump s tax cuts for the wealthy and other economic policies were increasing economic inequality in the United States ,0,515
516,Biden who based his successful bid for the Democratic nomination on the importance of defeating Trump and returning to normalcy had long resisted calls to eliminate student debt ,0,516
517,Biden who served eight years as vice president under Barack Obama the first black U S president cast himself as the candidate who best understands the longstanding pain and grief in the country s black communities ,0,517
518,Biden s appearance was a contrast with the approach of Republican President Donald Trump who has made no major public statement to address the growing crisis but issued tweets as he remained out of sight in the White House ,0,518
519,Biden s five picks are typical of centrists who want to trim the edges of our bloated draconian justice system without changing anything systemically ,1,519
520,Biden s new 12 page policy plan proposes financing for its recommendations including funneling more money to regions with high poverty rates and pushing the United States to net zero greenhouse emissions by 2050 by raising corporate taxes and ending subsidies for fossil fuels ,1,520
521,Biden s plan also includes major investments in historically black colleges and universities tribal colleges and universities and other minority serving institutions including 18 billion in grants and 20 billion for infrastructure ,0,521
522,Biden s proposal seeks to make a dent in college debt albeit one that is specific and targeted to individuals making below a certain amount of money ,0,522
523,Biden s shift radically leftward reflects that of his party ,1,523
524,Biden s statement was in keeping with that practice of obscuring the role of the Islamic State or radical Islam in general ,1,524
525,Biden s response to Floyd s death and the ensuing protests has been markedly different than the president s ,0,525
526,Biden s speech was the first he s made since he emerged as the front runner for the Democratic presidential nomination in a campaign in which he has overtly suggested to the American public that he s better prepared than Trump to handle a crisis as commander in chief ,0,526
527,Biel is merely the latest Hollywood celebrity to lend their support to the controversial anti vaccine movement which has been outright rejected and criticized by the scientific community ,0,527
528,Big Labor is not buying the Democrats Green New Deal saying the proposed economic and energy reforms could cause immediate harm to millions of union employees and threaten their livelihoods ,1,528
529,Big Ten Commissioner Jim Delany told The Athletic last month he was ready to start talking about a larger playoff field and prominent Big Ten athletic directors Barry Alvarez of Wisconsin and Jim Phillips from Northwestern have voiced support for that idea ,0,529
530,Big money donors seem to have activated their astroturf groups to get people out in the streets to make sure that Trump feels the pressure from his beloved base to open up the economy ,1,530
531,Bill Barr warns Trump administration to back off lawsuit seeking to kill Obamacare Major political implications ,0,531
532,Bill Gates has a total legacy of inflicting suffering on people under the guise of giving them a useful product ,1,532
533,Billionaire Democrat presidential hopeful Mike Bloomberg is a staunch proponent of gun control for America with one caveat he gets to spend his days surrounded by good guys with guns to keep him safe ,1,533
534,Billionaire investor Warren Buffett said on Monday that the wealthy including himself are not paying enough taxes ,0,534
535,BioNTech s Chinese partner Shanghai Fosun Pharmaceutical Group does not plan to run further clinical trials of the German firm s coronavirus vaccine candidate that has completed early stage trials in China an executive said ,0,535
536,Bizarrely Abbott declared he was focused not on preventing infections but on making sure there were enough hospital beds for those who get infected ,1,536
537,Black Americans enrolled in Medicare were around four times as likely as their white counterparts to be hospitalized for COVID 19 U S government data released on Monday showed,0,537
538,Black Lives Matter BLM cloaks itself in garb of justice and morality ,1,538
539,Black Lives Matter activists in Chicago held a rally Monday evening to stand in solidarity with the dozens of individuals who were arrested after a night of mass looting and criminal activity with one organizer brazenly defending looting as a form of reparations ,1,539
540,Black Lives Matter In Public Schools Is Turning Kids Into Little Marxists,1,540
541,Black Lives Matter Philadelphia organizer proposes five year plan to abolish police,0,541
542,Black men are six times more likely to be behind bars than white men says the Sentencing Project a U S research group ,0,542
543,Black Americans are more likely to die from COVID 19 reflecting longstanding disparities in health and inequalities in access to medical care ,0,543
544,Blacks with disabilities were at greatest risk of arrest nearly double the 28 percent risk of whites with disabilities ,0,544
545,BLM like the Women s March has from its start been ardently antisemitic ,1,545
